host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
Kepler-238,d,Kepler-238 d,0,13.233549,0.115,,9.64,3.07,15.024000000000001,13.512,,5751.0,4.19,0.433,1.06,1.43,0.23,6.76
Kepler-238,e,Kepler-238 e,0,23.654,,,169.7,5.6,15.024000000000001,13.512,,5751.0,4.19,0.433,1.06,1.43,0.23,6.76
Kepler-238,f,Kepler-238 f,0,50.447,,,13.5,2.0,15.024000000000001,13.512,,5751.0,4.19,0.433,1.06,1.43,0.23,6.76
Kepler-239,b,Kepler-239 b,0,11.763051,0.095,,6.04,2.33,15.232999999999999,13.133,,4914.0,4.58,-0.531,0.84,0.76,0.09,3.31
Kepler-239,c,Kepler-239 c,0,56.228098,0.268,,6.85,2.51,15.232999999999999,13.133,,4914.0,4.58,-0.531,0.84,0.76,0.09,3.31
Kepler-240,b,Kepler-240 b,0,4.144495,0.048,,2.45,1.37,15.662,13.464,,4985.0,4.63,-0.5920000000000001,0.78,0.74,-0.04,4.68
Kepler-240,c,Kepler-240 c,0,7.953528,0.074,,102.3,2.2,15.662,13.464,,4985.0,4.63,-0.5920000000000001,0.78,0.74,-0.04,4.68
Kepler-241,b,Kepler-241 b,0,12.718092,0.094,,6.04,2.33,15.387,12.880999999999998,,4699.0,4.63,-0.607,0.74,0.67,-0.12,3.47
Kepler-241,c,Kepler-241 c,0,36.065978,0.189,,7.13,2.57,15.387,12.880999999999998,,4699.0,4.63,-0.607,0.74,0.67,-0.12,3.47
Kepler-242,b,Kepler-242 b,0,8.20395,0.075,,7.32,2.61,15.349,13.238,,5020.0,4.49,-0.642,0.81,0.85,0.01,4.37
Kepler-242,c,Kepler-242 c,0,14.496481,0.109,,4.66,2.0,15.349,13.238,,5020.0,4.49,-0.642,0.81,0.85,0.01,4.37
Kepler-243,b,Kepler-243 b,0,5.715442,0.062,,6.57,2.45,15.057,13.064,,5228.0,4.57,-0.39799999999999996,0.83,0.84,0.01,4.79
Kepler-243,c,Kepler-243 c,0,20.026218,0.142,,4.62,1.99,15.057,13.064,,5228.0,4.57,-0.39799999999999996,0.83,0.84,0.01,4.79
Kepler-244,b,Kepler-244 b,0,4.311792,0.05,,8.05,2.76,15.545,13.73,,5554.0,4.58,-0.273,0.82,0.8,-0.17,4.79
Kepler-244,c,Kepler-244 c,0,9.767292,0.087,,4.86,2.05,15.545,13.73,,5554.0,4.58,-0.273,0.82,0.8,-0.17,4.79
Kepler-244,d,Kepler-244 d,0,20.050401,0.14,,15.2,2.31,15.545,13.73,,5554.0,4.58,-0.273,0.82,0.8,-0.17,4.79
Kepler-245,b,Kepler-245 b,0,7.49019,0.071,,7.13,2.57,15.597000000000001,13.639000000000001,,5100.0,4.56,-0.426,0.86,0.8,0.05,3.63
Kepler-245,c,Kepler-245 c,0,17.460812,0.124,,225.6,2.18,15.597000000000001,13.639000000000001,,5100.0,4.56,-0.426,0.86,0.8,0.05,3.63
Kepler-245,d,Kepler-245 d,0,36.277108,0.202,,21.6,3.03,15.597000000000001,13.639000000000001,,5100.0,4.56,-0.426,0.86,0.8,0.05,3.63
Kepler-246,b,Kepler-246 b,0,4.60182,0.052,,6.08,2.34,15.042,13.038,,5206.0,4.56,-0.49,0.9,0.83,0.01,4.57
Kepler-246,c,Kepler-246 c,0,11.187161,0.095,,2.86,1.5,15.042,13.038,,5206.0,4.56,-0.49,0.9,0.83,0.01,4.57
Kepler-247,b,Kepler-247 b,0,3.33616,0.042,,3.33,1.64,15.047,13.050999999999998,,5100.0,4.61,-0.441,0.84,0.77,0.05,4.27
Kepler-247,c,Kepler-247 c,0,9.439452,0.084,,15.7,4.09,15.047,13.050999999999998,,5100.0,4.61,-0.441,0.84,0.77,0.05,4.27
Kepler-247,d,Kepler-247 d,0,20.477912,0.14,,14.7,3.94,15.047,13.050999999999998,,5100.0,4.61,-0.441,0.84,0.77,0.05,4.27
Kepler-248,b,Kepler-248 b,0,6.308205,0.066,,9.38,3.02,15.232999999999999,13.357000000000001,,5190.0,4.57,-0.424,0.9,0.83,0.2,2.34
Kepler-248,c,Kepler-248 c,0,16.239494,0.123,,15.6,4.07,15.232999999999999,13.357000000000001,,5190.0,4.57,-0.424,0.9,0.83,0.2,2.34
Kepler-249,b,Kepler-249 b,0,3.306539,0.035,,1.32,1.09,15.23,11.966,M2 V,3568.0,4.78,-1.308,0.4,0.48,-0.34,3.09
Kepler-249,c,Kepler-249 c,0,7.113702,0.058,,2.89,1.51,15.23,11.966,M2 V,3568.0,4.78,-1.308,0.4,0.48,-0.34,3.09
Kepler-249,d,Kepler-249 d,0,15.368459,0.097,,3.09,1.57,15.23,11.966,M2 V,3568.0,4.78,-1.308,0.4,0.48,-0.34,3.09
Kepler-250,b,Kepler-250 b,0,4.148141,0.048,,1.51,1.13,15.414000000000001,13.482999999999999,,5160.0,4.57,-0.467,0.83,0.81,0.02,5.13
Kepler-250,c,Kepler-250 c,0,7.156804,0.069,,5.82,2.28,15.414000000000001,13.482999999999999,,5160.0,4.57,-0.467,0.83,0.81,0.02,5.13
Kepler-250,d,Kepler-250 d,0,17.648312,0.127,,5.39,2.18,15.414000000000001,13.482999999999999,,5160.0,4.57,-0.467,0.83,0.81,0.02,5.13
Kepler-251,b,Kepler-251 b,0,4.790936,0.053,,2.33,1.33,15.216,13.632,,5526.0,4.49,-0.237,0.95,0.89,-0.02,3.63
Kepler-251,c,Kepler-251 c,0,16.514043,0.122,,8.1,2.77,15.216,13.632,,5526.0,4.49,-0.237,0.95,0.89,-0.02,3.63
Kepler-251,d,Kepler-251 d,0,30.133001,0.182,,8.1,2.77,15.216,13.632,,5526.0,4.49,-0.237,0.95,0.89,-0.02,3.63
Kepler-251,e,Kepler-251 e,0,99.640161,0.404,,8.1,2.77,15.216,13.632,,5526.0,4.49,-0.237,0.95,0.89,-0.02,3.63
Kepler-252,b,Kepler-252 b,0,6.668391,0.058,,2.04,1.23,15.029000000000002,12.466,M0 V,4208.0,4.72,-0.8370000000000001,0.7,0.55,-0.13,3.47
Kepler-252,c,Kepler-252 c,0,10.848463,0.08,,5.27,2.15,15.029000000000002,12.466,M0 V,4208.0,4.72,-0.8370000000000001,0.7,0.55,-0.13,3.47
Kepler-253,b,Kepler-253 b,0,3.783986,0.046,,3.29,1.63,15.512,13.534,,5208.0,4.59,-0.41700000000000004,0.85,0.79,0.03,4.57
Kepler-253,c,Kepler-253 c,0,10.281951,0.089,,7.51,2.65,15.512,13.534,,5208.0,4.59,-0.41700000000000004,0.85,0.79,0.03,4.57
Kepler-253,d,Kepler-253 d,0,18.119869,0.13,,10.2,3.17,15.512,13.534,,5208.0,4.59,-0.41700000000000004,0.85,0.79,0.03,4.57
Kepler-254,b,Kepler-254 b,0,5.826662,0.064,,14.3,3.87,15.838,14.254000000000001,,5957.0,4.52,-0.131,0.93,0.91,-0.06,3.98
Kepler-254,c,Kepler-254 c,0,12.412183,0.105,,3.2,2.15,15.838,14.254000000000001,,5957.0,4.52,-0.131,0.93,0.91,-0.06,3.98
Kepler-254,d,Kepler-254 d,0,18.746477,0.139,,6.8,2.5,15.838,14.254000000000001,,5957.0,4.52,-0.131,0.93,0.91,-0.06,3.98
Kepler-255,b,Kepler-255 b,0,5.714606,0.063,,3.02,1.55,15.527999999999999,13.689,,5573.0,4.52,-0.22899999999999998,0.9,0.93,0.02,4.37
Kepler-255,c,Kepler-255 c,0,9.946047,0.092,,9.22,2.99,15.527999999999999,13.689,,5573.0,4.52,-0.22899999999999998,0.9,0.93,0.02,4.37
Kepler-256,b,Kepler-256 b,0,1.620493,0.027,,3.15,1.59,15.015,13.424000000000001,,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,9.55
Kepler-256,c,Kepler-256 c,0,3.38802,0.045,,5.27,2.15,15.015,13.424000000000001,,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,9.55
Kepler-256,d,Kepler-256 d,0,5.839172,0.064,,6.71,2.48,15.015,13.424000000000001,,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,9.55
Kepler-256,e,Kepler-256 e,0,10.681572,0.096,,6.12,2.35,15.015,13.424000000000001,,5551.0,4.22,-0.07200000000000001,0.97,1.3,0.12,9.55
Kepler-257,b,Kepler-257 b,0,2.382667,0.034,,7.32,2.61,15.422,13.372,,5180.0,4.36,-0.43799999999999994,0.85,1.04,0.04,4.79
Kepler-257,c,Kepler-257 c,0,6.581484,0.066,,25.2,5.41,15.422,13.372,,5180.0,4.36,-0.43799999999999994,0.85,1.04,0.04,4.79
Kepler-257,d,Kepler-257 d,0,24.664551,0.16,,21.7,4.95,15.422,13.372,,5180.0,4.36,-0.43799999999999994,0.85,1.04,0.04,4.79
Kepler-258,b,Kepler-258 b,0,13.19722,0.103,,15.5,4.06,15.200999999999999,12.956,,4942.0,4.44,-0.625,0.82,0.92,0.1,3.63
Kepler-258,c,Kepler-258 c,0,33.653079,0.193,,12.7,3.61,15.200999999999999,12.956,,4942.0,4.44,-0.625,0.82,0.92,0.1,3.63
Kepler-259,b,Kepler-259 b,0,8.115317,0.079,,8.25,2.8,15.169,13.555,,5938.0,4.53,-0.156,0.93,0.9,-0.03,4.47
Kepler-259,c,Kepler-259 c,0,36.924931,0.217,,7.75,2.7,15.169,13.555,,5938.0,4.53,-0.156,0.93,0.9,-0.03,4.47
Kepler-260,b,Kepler-260 b,0,8.187399,0.075,,4.7,2.01,14.118,12.494000000000002,,5250.0,4.49,-0.152,0.92,0.86,0.03,4.47
Kepler-260,c,Kepler-260 c,0,76.050178,0.332,,3.68,1.74,14.118,12.494000000000002,,5250.0,4.49,-0.152,0.92,0.86,0.03,4.47
Kepler-261,b,Kepler-261 b,0,10.381227,0.088,,5.39,2.18,13.529000000000002,11.585,,5098.0,4.56,-0.478,0.85,0.79,0.04,3.98
Kepler-261,c,Kepler-261 c,0,24.570858,0.156,,4.66,2.0,13.529000000000002,11.585,,5098.0,4.56,-0.478,0.85,0.79,0.04,3.98
Kepler-262,b,Kepler-262 b,0,13.060855,0.108,,2.42,1.36,14.224,12.732000000000001,,5841.0,4.54,-0.226,1.03,0.88,0.0,3.55
Kepler-262,c,Kepler-262 c,0,21.853722,0.152,,3.33,1.64,14.224,12.732000000000001,,5841.0,4.54,-0.226,1.03,0.88,0.0,3.55
Kepler-263,b,Kepler-263 b,0,16.568087,0.12,,7.61,2.67,15.417,13.548,,5265.0,4.58,-0.47600000000000003,0.89,0.79,0.02,4.27
Kepler-263,c,Kepler-263 c,0,47.332773,0.242,,6.66,2.47,15.417,13.548,,5265.0,4.58,-0.47600000000000003,0.89,0.79,0.02,4.27
Kepler-264,b,Kepler-264 b,0,40.806231,0.249,,11.1,3.33,13.013,11.591,,6158.0,4.15,0.638,1.46,1.55,0.2,2.57
Kepler-264,c,Kepler-264 c,0,140.101261,0.566,,8.4,2.83,13.013,11.591,,6158.0,4.15,0.638,1.46,1.55,0.2,2.57
Kepler-265,b,Kepler-265 b,0,6.846262,0.069,,4.12,1.86,15.352,13.897,,5835.0,4.33,-0.022000000000000002,0.98,1.1,-0.14,5.25
Kepler-265,c,Kepler-265 c,0,17.028937,0.127,,7.41,2.63,15.352,13.897,,5835.0,4.33,-0.022000000000000002,0.98,1.1,-0.14,5.25
Kepler-265,d,Kepler-265 d,0,43.130617,0.236,,6.76,2.49,15.352,13.897,,5835.0,4.33,-0.022000000000000002,0.98,1.1,-0.14,5.25
Kepler-265,e,Kepler-265 e,0,67.831024,0.319,,7.22,2.59,15.352,13.897,,5835.0,4.33,-0.022000000000000002,0.98,1.1,-0.14,5.25
Kepler-266,b,Kepler-266 b,0,6.61833,0.071,,6.71,2.48,15.577,13.811,,5885.0,4.45,-0.033,0.91,1.03,-0.05,4.79
Kepler-266,c,Kepler-266 c,0,107.723601,0.457,,14.4,3.89,15.577,13.811,,5885.0,4.45,-0.033,0.91,1.03,-0.05,4.79
Kepler-267,b,Kepler-267 b,0,3.353728,0.037,,37.9,1.98,15.469000000000001,12.485,M1 V,4258.0,4.73,-1.212,0.56,0.56,-0.18,3.31
Kepler-267,c,Kepler-267 c,0,6.87745,0.06,,5.18,2.13,15.469000000000001,12.485,M1 V,4258.0,4.73,-1.212,0.56,0.56,-0.18,3.31
Kepler-267,d,Kepler-267 d,0,28.464515,0.154,,5.77,2.27,15.469000000000001,12.485,M1 V,4258.0,4.73,-1.212,0.56,0.56,-0.18,3.31
Kepler-268,b,Kepler-268 b,0,25.934138,0.18,,7.04,2.55,13.668,12.382,,6081.0,4.29,0.284,1.13,1.27,0.06,3.8
Kepler-268,c,Kepler-268 c,0,83.446393,0.391,,11.4,3.38,13.668,12.382,,6081.0,4.29,0.284,1.13,1.27,0.06,3.8
Kepler-269,b,Kepler-269 b,0,5.326718,0.061,,6.66,2.47,15.735,13.960999999999999,,5847.0,4.5,0.37,0.92,0.96,0.02,4.57
Kepler-269,c,Kepler-269 c,0,8.127899,0.081,,3.5,1.69,15.735,13.960999999999999,,5847.0,4.5,0.37,0.92,0.96,0.02,4.57
Kepler-270,b,Kepler-270 b,0,11.476094,0.107,,4.7,2.01,13.859000000000002,12.627,,6067.0,4.2,0.3,1.17,1.46,0.07,3.72
Kepler-270,c,Kepler-270 c,0,25.262887,0.18,,3.78,1.77,13.859000000000002,12.627,,6067.0,4.2,0.3,1.17,1.46,0.07,3.72
Kepler-271,b,Kepler-271 b,0,10.43547805,0.056,,2.04,1.23,13.427999999999999,11.745,,5555.0,4.52,-0.259,0.9,0.87,-0.13,4.57
Kepler-271,c,Kepler-271 c,0,7.41086267,0.071,,0.809,0.95,13.427999999999999,11.745,,5555.0,4.52,-0.259,0.9,0.87,-0.13,4.57
Kepler-272,b,Kepler-272 b,0,2.971353,0.038,,78.0,1.43,14.659,12.708,,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,4.9
Kepler-272,c,Kepler-272 c,0,6.057342,0.061,,97.8,1.79,14.659,12.708,,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,4.9
Kepler-272,d,Kepler-272 d,0,10.937304,0.091,,5.69,2.25,14.659,12.708,,5297.0,4.43,-0.027000000000000003,0.97,0.93,0.1,4.9
Kepler-273,b,Kepler-273 b,0,2.936532,0.037,,2.86,1.5,14.968,13.217,,5626.0,4.51,-0.37200000000000005,0.94,0.81,0.01,4.68
Kepler-273,c,Kepler-273 c,0,8.014927,0.073,,4.58,1.98,14.968,13.217,,5626.0,4.51,-0.37200000000000005,0.94,0.81,0.01,4.68
Kepler-274,b,Kepler-274 b,0,11.634788,0.101,,2.99,1.54,15.032,13.456,,6023.0,4.44,0.159,1.08,1.01,0.07,3.63
Kepler-274,c,Kepler-274 c,0,33.197861,0.204,,4.04,1.84,15.032,13.456,,6023.0,4.44,0.159,1.08,1.01,0.07,3.63
Kepler-275,b,Kepler-275 b,0,10.300682,0.098,,6.08,2.34,15.287,13.957,,6165.0,4.23,0.42100000000000004,1.16,1.38,0.0,3.31
Kepler-275,c,Kepler-275 c,0,16.088134,0.132,,11.4,3.38,15.287,13.957,,6165.0,4.23,0.42100000000000004,1.16,1.38,0.0,3.31
Kepler-275,d,Kepler-275 d,0,35.676062,0.224,,11.1,3.33,15.287,13.957,,6165.0,4.23,0.42100000000000004,1.16,1.38,0.0,3.31
Kepler-276,b,Kepler-276 b,0,14.12841,0.119,,8.6,2.87,15.365,13.838,,6105.0,4.45,-0.11699999999999999,1.02,1.05,0.02,3.8
Kepler-276,c,Kepler-276 c,0,31.884,,,16.6,2.9,15.365,13.838,,6105.0,4.45,-0.11699999999999999,1.02,1.05,0.02,3.8
Kepler-276,d,Kepler-276 d,0,48.648,,,16.3,2.8,15.365,13.838,,6105.0,4.45,-0.11699999999999999,1.02,1.05,0.02,3.8
Kepler-277,b,Kepler-277 b,0,17.324,,,87.3,2.92,13.388,11.966,,5946.0,4.08,0.516,1.21,1.65,0.1,4.07
Kepler-277,c,Kepler-277 c,0,33.006,,,64.2,3.36,13.388,11.966,,5946.0,4.08,0.516,1.21,1.65,0.1,4.07
Kepler-278,b,Kepler-278 b,0,30.160546,0.207,0.04,15.6,4.07,11.53,9.465,,4991.0,3.62,0.62,1.3,2.94,0.19,7.76
Kepler-278,c,Kepler-278 c,0,51.078775,0.294,0.51,12.6,3.59,11.53,9.465,,4991.0,3.62,0.62,1.3,2.94,0.19,7.76
Kepler-279,b,Kepler-279 b,0,12.309681,0.112,,12.8,3.62,13.585,12.509,,6363.0,4.05,0.48700000000000004,1.2,1.75,-0.04,2.57
Kepler-279,c,Kepler-279 c,0,35.736,,,49.4,4.3,13.585,12.509,,6363.0,4.05,0.48700000000000004,1.2,1.75,-0.04,2.57
Kepler-279,d,Kepler-279 d,0,54.414,,,37.5,3.1,13.585,12.509,,6363.0,4.05,0.48700000000000004,1.2,1.75,-0.04,2.57
Kepler-280,b,Kepler-280 b,0,2.139542,0.032,,2.7,1.45,14.457,12.844000000000001,,5744.0,4.54,-0.091,0.96,0.89,0.0,4.27
Kepler-280,c,Kepler-280 c,0,4.807091,0.056,,4.7,2.01,14.457,12.844000000000001,,5744.0,4.54,-0.091,0.96,0.89,0.0,4.27
Kepler-281,b,Kepler-281 b,0,14.646008,0.117,,8.35,2.82,15.754000000000001,13.994000000000002,,5723.0,4.53,0.11900000000000001,0.95,0.9,0.02,4.68
Kepler-306,b,Kepler-306 b,0,4.646186,0.05,,2.92,1.52,15.552,13.503,,4954.0,4.61,-0.5,0.81,0.72,-0.08,2.63
Kepler-306,c,Kepler-306 c,0,7.240193,0.067,,6.12,2.35,15.552,13.503,,4954.0,4.61,-0.5,0.81,0.72,-0.08,2.63
Kepler-306,d,Kepler-306 d,0,17.326644,0.12,,6.66,2.47,15.552,13.503,,4954.0,4.61,-0.5,0.81,0.72,-0.08,2.63
Kepler-306,e,Kepler-306 e,0,44.840975,0.227,,5.77,2.27,15.552,13.503,,4954.0,4.61,-0.5,0.81,0.72,-0.08,2.63
Kepler-307,b,Kepler-307 b,0,10.4208,,,7.44,2.43,14.056,12.321,,5367.0,4.46,-0.179,0.91,0.81,0.19,6.61
Kepler-307,c,Kepler-307 c,0,13.0729,,,3.64,2.2,14.056,12.321,,5367.0,4.46,-0.179,0.91,0.81,0.19,6.61
Kepler-308,b,Kepler-308 b,0,9.694928,0.09,,5.14,2.12,15.850999999999999,14.187000000000001,,5895.0,4.51,-0.16899999999999998,0.92,0.94,-0.04,4.17
Kepler-308,c,Kepler-308 c,0,15.38231,0.123,,5.31,2.16,15.850999999999999,14.187000000000001,,5895.0,4.51,-0.16899999999999998,0.92,0.94,-0.04,4.17
Kepler-309,b,Kepler-309 b,0,5.923653,0.059,,3.05,1.56,15.126,12.852,M0 V,4713.0,4.61,-0.649,0.79,0.72,0.11,3.02
Kepler-309,c,Kepler-309 c,0,105.356383,0.401,,6.85,2.51,15.126,12.852,M0 V,4713.0,4.61,-0.649,0.79,0.72,0.11,3.02
Kepler-310,b,Kepler-310 b,0,13.930698,0.111,,1.81,1.19,14.265,12.626,,5797.0,4.52,-0.244,0.91,0.88,-0.07,4.47
Kepler-310,c,Kepler-310 c,0,56.47542,0.281,,11.4,3.38,14.265,12.626,,5797.0,4.52,-0.244,0.91,0.88,-0.07,4.47
Kepler-310,d,Kepler-310 d,0,92.876125,0.392,,7.0,2.47,14.265,12.626,,5797.0,4.52,-0.244,0.91,0.88,-0.07,4.47
Kepler-311,b,Kepler-311 b,0,9.176092,0.087,,3.53,1.7,13.754000000000001,12.418,,5905.0,4.31,0.16899999999999998,1.08,1.19,-0.01,4.17
Kepler-311,c,Kepler-311 c,0,19.738286,0.145,,2.63,1.43,13.754000000000001,12.418,,5905.0,4.31,0.16899999999999998,1.08,1.19,-0.01,4.17
Kepler-312,b,Kepler-312 b,0,1.772419,0.031,,2.21,1.29,12.921,11.595999999999998,,6115.0,4.19,0.524,1.2,1.47,0.14,1.48
Kepler-312,c,Kepler-312 c,0,19.747412,0.153,,10.1,3.15,12.921,11.595999999999998,,6115.0,4.19,0.524,1.2,1.47,0.14,1.48
Kepler-313,b,Kepler-313 b,0,14.970418,0.125,,6.94,2.53,14.110999999999999,12.517000000000001,,5727.0,4.13,0.312,1.08,1.54,0.16,6.61
Kepler-313,c,Kepler-313 c,0,32.273273,0.208,,7.13,2.57,14.110999999999999,12.517000000000001,,5727.0,4.13,0.312,1.08,1.54,0.16,6.61
Kepler-314,b,Kepler-314 b,0,2.461069,0.035,,0.498,0.83,12.523,10.777999999999999,,5378.0,4.46,-0.24600000000000002,0.95,0.95,0.16,2.4
Kepler-314,c,Kepler-314 c,0,5.960392,0.064,,8.75,2.9,12.523,10.777999999999999,,5378.0,4.46,-0.24600000000000002,0.95,0.95,0.16,2.4
Kepler-315,b,Kepler-315 b,0,96.101141,0.402,,13.7,3.77,15.289000000000001,13.581,,5796.0,4.38,-0.062,0.98,1.04,-0.12,4.9
Kepler-315,c,Kepler-315 c,0,265.469335,0.791,,16.1,4.15,15.289000000000001,13.581,,5796.0,4.38,-0.062,0.98,1.04,-0.12,4.9
Kepler-316,b,Kepler-316 b,0,2.240508,0.027,,1.2,1.06,15.194,12.542,,4204.0,4.74,-0.89,0.62,0.52,-0.23,3.31
Kepler-316,c,Kepler-316 c,0,6.827766,0.058,,1.65,1.16,15.194,12.542,,4204.0,4.74,-0.89,0.62,0.52,-0.23,3.31
Kepler-317,b,Kepler-317 b,0,5.524242,0.061,,109.8,2.09,15.457,13.668,,5497.0,4.49,-0.295,1.04,0.94,0.13,3.72
Kepler-317,c,Kepler-317 c,0,8.77501,0.083,,3.61,1.72,15.457,13.668,,5497.0,4.49,-0.295,1.04,0.94,0.13,3.72
Kepler-318,b,Kepler-318 b,0,4.662715,0.056,,19.9,4.71,13.280999999999999,11.765999999999998,,5746.0,4.33,-0.037000000000000005,1.02,1.19,0.13,1.62
Kepler-318,c,Kepler-318 c,0,11.815007,0.105,,13.1,3.68,13.280999999999999,11.765999999999998,,5746.0,4.33,-0.037000000000000005,1.02,1.19,0.13,1.62
Kepler-319,b,Kepler-319 b,0,4.362705,0.051,,3.29,1.63,13.790999999999999,12.208,,5526.0,4.49,-0.215,0.96,0.9,0.01,3.55
Kepler-319,c,Kepler-319 c,0,6.941357,0.069,,7.41,2.63,13.790999999999999,12.208,,5526.0,4.49,-0.215,0.96,0.9,0.01,3.55
Kepler-319,d,Kepler-319 d,0,31.781925,0.191,,5.86,2.29,13.790999999999999,12.208,,5526.0,4.49,-0.215,0.96,0.9,0.01,3.55
Kepler-320,b,Kepler-320 b,0,8.371554,0.085,,1.55,1.14,13.434000000000001,12.307,,6435.0,4.42,0.345,1.33,1.11,0.05,2.14
Kepler-320,c,Kepler-320 c,0,17.934937,0.142,,2.45,1.37,13.434000000000001,12.307,,6435.0,4.42,0.345,1.33,1.11,0.05,2.14
Kepler-321,b,Kepler-321 b,0,4.915379,0.057,,3.78,1.77,12.755,11.249,,5740.0,4.3,-0.042,1.03,1.19,0.08,2.09
Kepler-321,c,Kepler-321 c,0,13.093921,0.11,,5.99,2.32,12.755,11.249,,5740.0,4.3,-0.042,1.03,1.19,0.08,2.09
Kepler-322,b,Kepler-322 b,0,1.653888,0.027,,1.01,1.01,13.503,11.837,,5388.0,4.5,-0.297,0.92,0.89,0.05,4.68
Kepler-322,c,Kepler-322 c,0,4.337234,0.051,,3.43,1.67,13.503,11.837,,5388.0,4.5,-0.297,0.92,0.89,0.05,4.68
Kepler-323,b,Kepler-323 b,0,1.678327,0.028,,684.4,1.43,12.658,11.354000000000001,,5987.0,4.31,0.131,1.09,1.18,-0.03,3.02
Kepler-323,c,Kepler-323 c,0,3.553822,0.046,,79.7,1.63,12.658,11.354000000000001,,5987.0,4.31,0.131,1.09,1.18,-0.03,3.02
Kepler-324,b,Kepler-324 b,0,4.385315,0.05,,1.55,1.14,14.091,12.290999999999999,,5194.0,4.53,-0.317,0.87,0.84,0.03,5.37
Kepler-324,c,Kepler-324 c,0,51.805612,0.26,,10.1,3.15,14.091,12.290999999999999,,5194.0,4.53,-0.317,0.87,0.84,0.03,5.37
Kepler-325,b,Kepler-325 b,0,4.544439,0.053,,8.8,2.91,15.005,13.350999999999999,,5752.0,4.41,-0.262,0.91,1.0,-0.05,4.17
Kepler-325,c,Kepler-325 c,0,12.762172,0.105,,6.99,2.54,15.005,13.350999999999999,,5752.0,4.41,-0.262,0.91,1.0,-0.05,4.17
Kepler-325,d,Kepler-325 d,0,38.715185,0.22,,8.2,2.79,15.005,13.350999999999999,,5752.0,4.41,-0.262,0.91,1.0,-0.05,4.17
Kepler-326,b,Kepler-326 b,0,2.248329,0.032,,44.6,1.52,13.679,11.673,,5105.0,4.56,-0.16,0.85,0.8,0.04,4.68
Kepler-326,c,Kepler-326 c,0,4.580358,0.051,,17.4,1.4,13.679,11.673,,5105.0,4.56,-0.16,0.85,0.8,0.04,4.68
Kepler-326,d,Kepler-326 d,0,6.766888,0.066,,6.9,1.21,13.679,11.673,,5105.0,4.56,-0.16,0.85,0.8,0.04,4.68
Kepler-327,b,Kepler-327 b,0,2.549575,0.029,,1.41,1.11,14.98,11.956,,3799.0,4.76,-1.082,0.57,0.49,-0.2,3.02
Kepler-327,c,Kepler-327 c,0,5.212333,0.047,,20.3,1.03,14.98,11.956,,3799.0,4.76,-1.082,0.57,0.49,-0.2,3.02
Kepler-327,d,Kepler-327 d,0,13.969457,0.09,,3.64,1.73,14.98,11.956,,3799.0,4.76,-1.082,0.57,0.49,-0.2,3.02
Kepler-328,b,Kepler-328 b,0,34.921,,,28.5,2.3,15.604000000000001,14.187000000000001,,5914.0,4.48,0.374,1.1,1.0,0.08,2.57
Kepler-328,c,Kepler-328 c,0,71.312,,,39.4,5.4,15.604000000000001,14.187000000000001,,5914.0,4.48,0.374,1.1,1.0,0.08,2.57
Kepler-329,b,Kepler-329 b,0,7.416397,0.061,,2.54,1.4,15.431,12.693,,4257.0,4.74,-0.845,0.57,0.52,-0.44,3.47
Kepler-329,c,Kepler-329 c,0,18.684737,0.113,,4.38,1.93,15.431,12.693,,4257.0,4.74,-0.845,0.57,0.52,-0.44,3.47
Kepler-330,b,Kepler-330 b,0,8.25978,0.075,,2.39,1.35,15.263,13.259,,5117.0,4.64,-0.45299999999999996,0.79,0.72,-0.1,5.13
Kepler-330,c,Kepler-330 c,0,15.955387,0.116,,4.46,1.95,15.263,13.259,,5117.0,4.64,-0.45299999999999996,0.79,0.72,-0.1,5.13
Kepler-331,b,Kepler-331 b,0,8.457496,0.065,,3.97,1.82,15.835999999999999,13.343,,4347.0,4.77,-0.8109999999999999,0.74,0.49,0.03,3.24
Kepler-331,c,Kepler-331 c,0,17.28111,0.105,,4.04,1.84,15.835999999999999,13.343,,4347.0,4.77,-0.8109999999999999,0.74,0.49,0.03,3.24
Kepler-331,d,Kepler-331 d,0,32.134328,0.159,,3.33,1.64,15.835999999999999,13.343,,4347.0,4.77,-0.8109999999999999,0.74,0.49,0.03,3.24
Kepler-332,b,Kepler-332 b,0,7.626324,0.07,,1.71,1.17,14.003,11.974,,4955.0,4.61,-0.6,0.8,0.72,-0.1,2.82
Kepler-332,c,Kepler-332 c,0,15.995622,0.114,,1.32,1.09,14.003,11.974,,4955.0,4.61,-0.6,0.8,0.72,-0.1,2.82
Kepler-332,d,Kepler-332 d,0,34.21154,0.189,,1.76,1.18,14.003,11.974,,4955.0,4.61,-0.6,0.8,0.72,-0.1,2.82
Kepler-333,b,Kepler-333 b,0,12.551158,0.087,,28.2,1.32,14.720999999999998,12.118,,4259.0,4.73,-0.857,0.66,0.53,-0.14,3.24
